hand_rank,player_chips,current_bet,min_bet,pot,num_community_cards,action
0.2,0.82,0.2,0.2,0.04,1.0,1
0.1,0.81,0.1,0.2,0.03,0.0,1
0.1,1.16,0.2,0.2,0.04,0.0,1
0.2,0.8,0.2,0.2,0.04,0.6,1
0.1,1.16,0.2,0.2,0.04,0.6,1
0.2,0.8,0.2,0.2,0.04,0.8,1
0.1,1.16,0.2,0.2,0.04,0.8,1
0.2,0.8,0.2,0.2,0.04,1.0,1
0.1,1.16,0.2,0.2,0.04,1.0,1
0.1,1.15,0.1,0.2,0.03,0.0,1
0.1,0.82,0.2,0.2,0.04,0.0,1
0.1,1.14,0.2,0.2,0.04,0.6,1
0.2,0.82,0.2,0.2,0.04,0.6,1
0.1,1.14,0.2,0.2,0.04,0.8,1
0.3,0.82,0.2,0.2,0.04,0.8,1
0.2,1.14,0.2,0.2,0.04,1.0,1
0.3,0.82,0.2,0.2,0.04,1.0,1
0.1,0.85,0.1,0.2,0.03,0.0,1
0.1,1.12,0.2,0.2,0.04,0.0,1
0.1,0.84,0.2,0.2,0.04,0.6,1
0.2,1.12,0.2,0.2,0.04,0.6,1
0.1,0.84,0.2,0.2,0.04,0.8,1
0.2,1.12,0.2,0.2,0.04,0.8,1
0.2,0.84,0.2,0.2,0.04,1.0,1
0.6,1.12,0.2,0.2,0.04,1.0,2
0.2,0.84,0.2,0.4,0.06,1.0,1
0.1,1.17,0.1,0.2,0.03,0.0,1
0.1,0.8,0.2,0.2,0.04,0.0,1
0.2,1.16,0.2,0.2,0.04,0.6,1
0.1,0.8,0.2,0.2,0.04,0.6,1
0.2,1.16,0.2,0.2,0.04,0.8,1
0.1,0.8,0.2,0.2,0.04,0.8,1
0.2,1.16,0.2,0.2,0.04,1.0,1
0.1,0.8,0.2,0.2,0.04,1.0,1
0.1,0.79,0.1,0.2,0.03,0.0,1
0.1,1.18,0.2,0.2,0.04,0.0,1
0.2,0.78,0.2,0.2,0.04,0.6,1
0.1,1.18,0.2,0.2,0.04,0.6,1
0.2,0.78,0.2,0.2,0.04,0.8,1
0.2,1.18,0.2,0.2,0.04,0.8,1
0.2,0.78,0.2,0.2,0.04,1.0,1
0.2,1.18,0.2,0.2,0.04,1.0,1
0.1,1.17,0.1,0.2,0.03,0.0,1
0.1,0.8,0.2,0.2,0.04,0.0,1
0.2,1.16,0.2,0.2,0.04,0.6,1
0.2,0.8,0.2,0.2,0.04,0.6,1
0.4,1.16,0.2,0.2,0.04,0.8,1
0.3,0.8,0.2,0.2,0.04,0.8,1
0.4,1.16,0.2,0.2,0.04,1.0,1
0.3,0.8,0.2,0.2,0.04,1.0,1
0.1,0.79,0.1,0.2,0.03,0.0,1
0.1,1.18,0.2,0.2,0.04,0.0,1
0.1,0.78,0.2,0.2,0.04,0.6,1
0.1,1.18,0.2,0.2,0.04,0.6,1
0.1,0.78,0.2,0.2,0.04,0.8,1
0.1,1.18,0.2,0.2,0.04,0.8,1
0.2,0.78,0.2,0.2,0.04,1.0,1
0.1,1.18,0.2,0.2,0.04,1.0,1
0.1,1.17,0.1,0.2,0.03,0.0,1
0.1,0.8,0.2,0.2,0.04,0.0,1
0.1,1.16,0.2,0.2,0.04,0.6,1
0.1,0.8,0.2,0.2,0.04,0.6,1
0.2,1.16,0.2,0.2,0.04,0.8,1
0.2,0.8,0.2,0.2,0.04,0.8,1
0.2,1.16,0.2,0.2,0.04,1.0,1
0.2,0.8,0.2,0.2,0.04,1.0,1
0.1,0.79,0.1,0.2,0.03,0.0,1
0.1,1.18,0.2,0.2,0.04,0.0,1
0.1,0.78,0.2,0.2,0.04,0.6,1
0.1,1.18,0.2,0.2,0.04,0.6,1
0.1,0.78,0.2,0.2,0.04,0.8,1
0.1,1.18,0.2,0.2,0.04,0.8,1
0.2,0.78,0.2,0.2,0.04,1.0,1
0.2,1.18,0.2,0.2,0.04,1.0,1
0.1,1.17,0.1,0.2,0.03,0.0,1
0.1,0.8,0.2,0.2,0.04,0.0,1
0.1,1.16,0.2,0.2,0.04,0.6,1
0.1,0.8,0.2,0.2,0.04,0.6,1
0.2,1.16,0.2,0.2,0.04,0.8,1
0.2,0.8,0.2,0.2,0.04,0.8,1
0.3,1.16,0.2,0.2,0.04,1.0,1
0.3,0.8,0.2,0.2,0.04,1.0,1
0.1,0.83,0.1,0.2,0.03,0.0,1
0.1,1.14,0.2,0.2,0.04,0.0,1
0.2,0.82,0.2,0.2,0.04,0.6,1
0.1,1.14,0.2,0.2,0.04,0.6,1
0.2,0.82,0.2,0.2,0.04,0.8,1
0.1,1.14,0.2,0.2,0.04,0.8,1
0.3,0.82,0.2,0.2,0.04,1.0,1
0.2,1.14,0.2,0.2,0.04,1.0,1
0.1,1.13,0.1,0.2,0.03,0.0,1
0.2,0.84,0.2,0.2,0.04,0.0,1
0.1,1.12,0.2,0.2,0.04,0.6,1
0.2,0.84,0.2,0.2,0.04,0.6,1
0.2,1.12,0.2,0.2,0.04,0.8,1
0.2,0.84,0.2,0.2,0.04,0.8,1
0.2,1.12,0.2,0.2,0.04,1.0,1
0.2,0.84,0.2,0.2,0.04,1.0,1
0.1,0.87,0.1,0.2,0.03,0.0,1
0.1,1.1,0.2,0.2,0.04,0.0,1
0.1,0.86,0.2,0.2,0.04,0.6,1
0.1,1.1,0.2,0.2,0.04,0.6,1
0.2,0.86,0.2,0.2,0.04,0.8,1
0.2,1.1,0.2,0.2,0.04,0.8,1
0.2,0.86,0.2,0.2,0.04,1.0,1
0.2,1.1,0.2,0.2,0.04,1.0,1
0.2,1.09,0.1,0.2,0.03,0.0,1
0.1,0.88,0.2,0.2,0.04,0.0,1
0.2,1.08,0.2,0.2,0.04,0.6,1
0.2,0.88,0.2,0.2,0.04,0.6,1
0.2,1.08,0.2,0.2,0.04,0.8,1
0.2,0.88,0.2,0.2,0.04,0.8,1
0.2,1.08,0.2,0.2,0.04,1.0,1
0.2,0.88,0.2,0.2,0.04,1.0,1
0.1,0.91,0.1,0.2,0.03,0.0,1
0.1,1.06,0.2,0.2,0.04,0.0,1
0.1,0.9,0.2,0.2,0.04,0.6,1
0.1,1.06,0.2,0.2,0.04,0.6,1
0.1,0.9,0.2,0.2,0.04,0.8,1
0.1,1.06,0.2,0.2,0.04,0.8,1
0.1,0.9,0.2,0.2,0.04,1.0,1
0.1,1.06,0.2,0.2,0.04,1.0,1
0.1,1.05,0.1,0.2,0.03,0.0,1
0.1,0.92,0.2,0.2,0.04,0.0,1
0.1,1.04,0.2,0.2,0.04,0.6,1
0.1,0.92,0.2,0.2,0.04,0.6,1
0.1,1.04,0.2,0.2,0.04,0.8,1
0.2,0.92,0.2,0.2,0.04,0.8,1
0.2,1.04,0.2,0.2,0.04,1.0,1
0.2,0.92,0.2,0.2,0.04,1.0,1
0.1,0.91,0.1,0.2,0.03,0.0,1
0.1,1.06,0.2,0.2,0.04,0.0,1
0.2,0.9,0.2,0.2,0.04,0.6,1
0.2,1.06,0.2,0.2,0.04,0.6,1
0.2,0.9,0.2,0.2,0.04,0.8,1
0.3,1.06,0.2,0.2,0.04,0.8,1
0.2,0.9,0.2,0.2,0.04,1.0,1
0.3,1.06,0.2,0.2,0.04,1.0,1
0.1,1.09,0.1,0.2,0.03,0.0,1
0.1,0.88,0.2,0.2,0.04,0.0,1
0.1,1.08,0.2,0.2,0.04,0.6,1
0.1,0.88,0.2,0.2,0.04,0.6,1
0.1,1.08,0.2,0.2,0.04,0.8,1
0.1,0.88,0.2,0.2,0.04,0.8,1
0.2,1.08,0.2,0.2,0.04,1.0,1
0.2,0.88,0.2,0.2,0.04,1.0,1
0.1,0.91,0.1,0.2,0.03,0.0,1
0.1,1.06,0.2,0.2,0.04,0.0,1
0.2,0.9,0.2,0.2,0.04,0.6,1
0.2,1.06,0.2,0.2,0.04,0.6,1
0.2,0.9,0.2,0.2,0.04,0.8,1
0.2,1.06,0.2,0.2,0.04,0.8,1
0.3,0.9,0.2,0.2,0.04,1.0,1
0.3,1.06,0.2,0.2,0.04,1.0,1
0.1,1.05,0.1,0.2,0.03,0.0,1
0.1,0.92,0.2,0.2,0.04,0.0,1
0.2,1.04,0.2,0.2,0.04,0.6,1
0.2,0.92,0.2,0.2,0.04,0.6,1
0.4,1.04,0.2,0.2,0.04,0.8,1
0.4,0.92,0.2,0.2,0.04,0.8,1
0.4,1.04,0.2,0.2,0.04,1.0,1
0.4,0.92,0.2,0.2,0.04,1.0,1
0.1,0.95,0.1,0.2,0.03,0.0,1
0.1,1.02,0.2,0.2,0.04,0.0,1
0.1,0.94,0.2,0.2,0.04,0.6,1
0.1,1.02,0.2,0.2,0.04,0.6,1
0.2,0.94,0.2,0.2,0.04,0.8,1
0.1,1.02,0.2,0.2,0.04,0.8,1
0.2,0.94,0.2,0.2,0.04,1.0,1
0.1,1.02,0.2,0.2,0.04,1.0,1
0.1,1.01,0.1,0.2,0.03,0.0,1
0.1,0.96,0.2,0.2,0.04,0.0,1
0.1,1.0,0.2,0.2,0.04,0.6,1
0.1,0.96,0.2,0.2,0.04,0.6,1
0.1,1.0,0.2,0.2,0.04,0.8,1
0.1,0.96,0.2,0.2,0.04,0.8,1
0.5,1.0,0.2,0.2,0.04,1.0,1
0.1,0.96,0.2,0.2,0.04,1.0,1
0.1,0.95,0.1,0.2,0.03,0.0,1
0.1,1.02,0.2,0.2,0.04,0.0,1
0.1,0.94,0.2,0.2,0.04,0.6,1
0.2,1.02,0.2,0.2,0.04,0.6,1
0.2,0.94,0.2,0.2,0.04,0.8,1
0.2,1.02,0.2,0.2,0.04,0.8,1
0.2,0.94,0.2,0.2,0.04,1.0,1
0.3,1.02,0.2,0.2,0.04,1.0,1
0.1,1.05,0.1,0.2,0.03,0.0,1
0.1,0.92,0.2,0.2,0.04,0.0,1
0.1,1.04,0.2,0.2,0.04,0.6,1
0.1,0.92,0.2,0.2,0.04,0.6,1
0.2,1.04,0.2,0.2,0.04,0.8,1
0.2,0.92,0.2,0.2,0.04,0.8,1
0.6,1.04,0.2,0.2,0.04,1.0,2
0.2,0.92,0.2,0.4,0.06,1.0,1
0.1,0.89,0.1,0.2,0.03,0.0,1
0.1,1.08,0.2,0.2,0.04,0.0,1
0.2,0.88,0.2,0.2,0.04,0.6,1
0.2,1.08,0.2,0.2,0.04,0.6,1
0.2,0.88,0.2,0.2,0.04,0.8,1
0.2,1.08,0.2,0.2,0.04,0.8,1
0.3,0.88,0.2,0.2,0.04,1.0,1
0.2,1.08,0.2,0.2,0.04,1.0,1
0.1,1.07,0.1,0.2,0.03,0.0,1
0.1,0.9,0.2,0.2,0.04,0.0,1
0.1,1.06,0.2,0.2,0.04,0.6,1
0.1,0.9,0.2,0.2,0.04,0.6,1
0.2,1.06,0.2,0.2,0.04,0.8,1
0.2,0.9,0.2,0.2,0.04,0.8,1
0.2,1.06,0.2,0.2,0.04,1.0,1
0.2,0.9,0.2,0.2,0.04,1.0,1
0.1,0.89,0.1,0.2,0.03,0.0,1
0.1,1.08,0.2,0.2,0.04,0.0,1
0.1,0.88,0.2,0.2,0.04,0.6,1
0.1,1.08,0.2,0.2,0.04,0.6,1
0.1,0.88,0.2,0.2,0.04,0.8,1
0.1,1.08,0.2,0.2,0.04,0.8,1
0.5,0.88,0.2,0.2,0.04,1.0,1
0.2,1.08,0.2,0.2,0.04,1.0,1
0.1,1.07,0.1,0.2,0.03,0.0,1
0.1,0.9,0.2,0.2,0.04,0.0,1
0.1,1.06,0.2,0.2,0.04,0.6,1
0.1,0.9,0.2,0.2,0.04,0.6,1
0.2,1.06,0.2,0.2,0.04,0.8,1
0.2,0.9,0.2,0.2,0.04,0.8,1
0.2,1.06,0.2,0.2,0.04,1.0,1
0.2,0.9,0.2,0.2,0.04,1.0,1
0.1,0.93,0.1,0.2,0.03,0.0,1
0.1,1.04,0.2,0.2,0.04,0.0,1
0.2,0.92,0.2,0.2,0.04,0.6,1
0.2,1.04,0.2,0.2,0.04,0.6,1
0.3,0.92,0.2,0.2,0.04,0.8,1
0.3,1.04,0.2,0.2,0.04,0.8,1
0.3,0.92,0.2,0.2,0.04,1.0,1
0.3,1.04,0.2,0.2,0.04,1.0,1
0.1,1.05,0.1,0.2,0.03,0.0,1
0.1,0.92,0.2,0.2,0.04,0.0,1
0.1,1.04,0.2,0.2,0.04,0.6,1
0.1,0.92,0.2,0.2,0.04,0.6,1
0.1,1.04,0.2,0.2,0.04,0.8,1
0.1,0.92,0.2,0.2,0.04,0.8,1
0.1,1.04,0.2,0.2,0.04,1.0,1
0.1,0.92,0.2,0.2,0.04,1.0,1
0.1,0.95,0.1,0.2,0.03,0.0,1
0.1,1.02,0.2,0.2,0.04,0.0,1
0.2,0.94,0.2,0.2,0.04,0.6,1
0.2,1.02,0.2,0.2,0.04,0.6,1
0.2,0.94,0.2,0.2,0.04,0.8,1
0.2,1.02,0.2,0.2,0.04,0.8,1
0.2,0.94,0.2,0.2,0.04,1.0,1
0.3,1.02,0.2,0.2,0.04,1.0,1
0.1,1.05,0.1,0.2,0.03,0.0,1
0.1,0.92,0.2,0.2,0.04,0.0,1
0.1,1.04,0.2,0.2,0.04,0.6,1
0.2,0.92,0.2,0.2,0.04,0.6,1
0.1,1.04,0.2,0.2,0.04,0.8,1
0.3,0.92,0.2,0.2,0.04,0.8,1
0.2,1.04,0.2,0.2,0.04,1.0,1
0.3,0.92,0.2,0.2,0.04,1.0,1
0.1,0.95,0.1,0.2,0.03,0.0,1
0.1,1.02,0.2,0.2,0.04,0.0,1
0.1,0.94,0.2,0.2,0.04,0.6,1
0.2,1.02,0.2,0.2,0.04,0.6,1
0.1,0.94,0.2,0.2,0.04,0.8,1
0.2,1.02,0.2,0.2,0.04,0.8,1
0.1,0.94,0.2,0.2,0.04,1.0,1
0.2,1.02,0.2,0.2,0.04,1.0,1
0.1,1.05,0.1,0.2,0.03,0.0,1
0.1,0.92,0.2,0.2,0.04,0.0,1
0.2,1.04,0.2,0.2,0.04,0.6,1
0.1,0.92,0.2,0.2,0.04,0.6,1
0.2,1.04,0.2,0.2,0.04,0.8,1
0.1,0.92,0.2,0.2,0.04,0.8,1
0.2,1.04,0.2,0.2,0.04,1.0,1
0.2,0.92,0.2,0.2,0.04,1.0,1
0.1,0.95,0.1,0.2,0.03,0.0,1
0.1,1.02,0.2,0.2,0.04,0.0,1
0.1,0.94,0.2,0.2,0.04,0.6,1
0.2,1.02,0.2,0.2,0.04,0.6,1
0.1,0.94,0.2,0.2,0.04,0.8,1
0.2,1.02,0.2,0.2,0.04,0.8,1
0.1,0.94,0.2,0.2,0.04,1.0,1
0.2,1.02,0.2,0.2,0.04,1.0,1
0.1,1.05,0.1,0.2,0.03,0.0,1
0.1,0.92,0.2,0.2,0.04,0.0,1
0.2,1.04,0.2,0.2,0.04,0.6,1
0.4,0.92,0.2,0.2,0.04,0.6,1
0.2,1.04,0.2,0.2,0.04,0.8,1
0.4,0.92,0.2,0.2,0.04,0.8,1
0.2,1.04,0.2,0.2,0.04,1.0,1
0.4,0.92,0.2,0.2,0.04,1.0,1
0.1,0.95,0.1,0.2,0.03,0.0,1
0.1,1.02,0.2,0.2,0.04,0.0,1
0.1,0.94,0.2,0.2,0.04,0.6,1
0.1,1.02,0.2,0.2,0.04,0.6,1
0.6,0.94,0.2,0.2,0.04,0.8,2
0.2,1.02,0.2,0.4,0.06,0.8,1
0.6,0.92,0.4,0.4,0.08,1.0,1
0.2,1.0,0.4,0.4,0.08,1.0,1
0.2,0.99,0.1,0.2,0.03,0.0,1
0.1,0.98,0.2,0.2,0.04,0.0,1
0.2,0.98,0.2,0.2,0.04,0.6,1
0.2,0.98,0.2,0.2,0.04,0.6,1
0.2,0.98,0.2,0.2,0.04,0.8,1
0.2,0.98,0.2,0.2,0.04,0.8,1
0.2,0.98,0.2,0.2,0.04,1.0,1
0.3,0.98,0.2,0.2,0.04,1.0,1
0.1,1.01,0.1,0.2,0.03,0.0,1
0.1,0.96,0.2,0.2,0.04,0.0,1
0.2,1.0,0.2,0.2,0.04,0.6,1
0.2,0.96,0.2,0.2,0.04,0.6,1
0.3,1.0,0.2,0.2,0.04,0.8,1
0.3,0.96,0.2,0.2,0.04,0.8,1
0.3,1.0,0.2,0.2,0.04,1.0,1
0.3,0.96,0.2,0.2,0.04,1.0,1
0.1,0.95,0.1,0.2,0.03,0.0,1
0.1,1.02,0.2,0.2,0.04,0.0,1
0.1,0.94,0.2,0.2,0.04,0.6,1
0.1,1.02,0.2,0.2,0.04,0.6,1
0.1,0.94,0.2,0.2,0.04,0.8,1
0.1,1.02,0.2,0.2,0.04,0.8,1
0.2,0.94,0.2,0.2,0.04,1.0,1
0.2,1.02,0.2,0.2,0.04,1.0,1
0.1,1.05,0.1,0.2,0.03,0.0,1
0.1,0.92,0.2,0.2,0.04,0.0,1
0.2,1.04,0.2,0.2,0.04,0.6,1
0.2,0.92,0.2,0.2,0.04,0.6,1
0.3,1.04,0.2,0.2,0.04,0.8,1
0.2,0.92,0.2,0.2,0.04,0.8,1
0.3,1.04,0.2,0.2,0.04,1.0,1
0.2,0.92,0.2,0.2,0.04,1.0,1
0.2,0.91,0.1,0.2,0.03,0.0,1
0.1,1.06,0.2,0.2,0.04,0.0,1
0.2,0.9,0.2,0.2,0.04,0.6,1
0.1,1.06,0.2,0.2,0.04,0.6,1
0.2,0.9,0.2,0.2,0.04,0.8,1
0.2,1.06,0.2,0.2,0.04,0.8,1
0.2,0.9,0.2,0.2,0.04,1.0,1
0.2,1.06,0.2,0.2,0.04,1.0,1
0.1,1.05,0.1,0.2,0.03,0.0,1
0.1,0.92,0.2,0.2,0.04,0.0,1
0.1,1.04,0.2,0.2,0.04,0.6,1
0.1,0.92,0.2,0.2,0.04,0.6,1
0.1,1.04,0.2,0.2,0.04,0.8,1
0.1,0.92,0.2,0.2,0.04,0.8,1
0.2,1.04,0.2,0.2,0.04,1.0,1
0.2,0.92,0.2,0.2,0.04,1.0,1
0.1,0.95,0.1,0.2,0.03,0.0,1
0.1,1.02,0.2,0.2,0.04,0.0,1
0.2,0.94,0.2,0.2,0.04,0.6,1
0.1,1.02,0.2,0.2,0.04,0.6,1
0.6,0.94,0.2,0.2,0.04,0.8,1
0.1,1.02,0.2,0.2,0.04,0.8,1
0.6,0.94,0.2,0.2,0.04,1.0,2
0.1,1.02,0.2,0.4,0.06,1.0,1
0.1,0.99,0.1,0.2,0.03,0.0,1
0.1,0.98,0.2,0.2,0.04,0.0,1
0.1,0.98,0.2,0.2,0.04,0.6,1
0.1,0.98,0.2,0.2,0.04,0.6,1
0.1,0.98,0.2,0.2,0.04,0.8,1
0.1,0.98,0.2,0.2,0.04,0.8,1
0.1,0.98,0.2,0.2,0.04,1.0,1
0.1,0.98,0.2,0.2,0.04,1.0,1
0.1,0.99,0.1,0.2,0.03,0.0,1
0.1,0.98,0.2,0.2,0.04,0.0,1
0.1,0.98,0.2,0.2,0.04,0.6,1
0.2,0.98,0.2,0.2,0.04,0.6,1
0.1,0.98,0.2,0.2,0.04,0.8,1
0.2,0.98,0.2,0.2,0.04,0.8,1
0.1,0.98,0.2,0.2,0.04,1.0,1
0.3,0.98,0.2,0.2,0.04,1.0,1
0.1,1.01,0.1,0.2,0.03,0.0,1
0.1,0.96,0.2,0.2,0.04,0.0,1
0.1,1.0,0.2,0.2,0.04,0.6,1
0.6,0.96,0.2,0.2,0.04,0.6,1
0.1,1.0,0.2,0.2,0.04,0.8,1
0.6,0.96,0.2,0.2,0.04,0.8,2
0.1,1.0,0.2,0.4,0.06,0.8,1
0.6,0.98,0.4,0.4,0.08,1.0,2
0.9,0.94,0.4,0.6,0.1,1.0,2
0.6,0.96,0.6,0.8,0.12,1.0,2
0.9,0.92,0.6,1.0,0.14,1.0,2
0.6,0.94,0.8,1.2,0.16,1.0,2
0.9,0.9,0.8,1.4,0.18,1.0,2
0.6,0.92,1.0,1.6,0.2,1.0,2
0.9,0.88,1.0,1.8,0.22,1.0,2
0.6,0.9,1.2,2.0,0.24,1.0,2
0.9,0.86,1.2,2.2,0.26,1.0,2
0.6,0.88,1.4,2.4,0.28,1.0,2
0.9,0.84,1.4,2.6,0.3,1.0,2
0.6,0.86,1.6,2.8,0.32,1.0,2
0.9,0.82,1.6,3.0,0.34,1.0,2
0.6,0.84,1.8,3.2,0.36,1.0,2
0.9,0.8,1.8,3.4,0.38,1.0,2
0.6,0.82,2.0,3.6,0.4,1.0,2
0.9,0.78,2.0,3.8,0.42,1.0,2
0.6,0.8,2.2,4.0,0.44,1.0,2
0.9,0.76,2.2,4.2,0.46,1.0,2
0.6,0.78,2.4,4.4,0.48,1.0,1
0.9,0.74,2.4,4.4,0.68,1.0,2
0.6,0.58,4.4,4.6,0.7,1.0,2
0.9,0.72,2.6,4.8,0.72,1.0,2
0.6,0.56,4.6,5.0,0.74,1.0,2
0.9,0.7,2.8,5.2,0.76,1.0,2
0.6,0.54,4.8,5.4,0.78,1.0,2
0.9,0.68,3.0,5.6,0.8,1.0,2
0.6,0.52,5.0,5.8,0.82,1.0,4
0.1,2.49,0.1,0.2,0.01,0.0,1
0.1,2.48,0.2,0.2,0.02,0.6,1
0.2,2.48,0.2,0.2,0.02,0.8,0
0.2,2.48,0.2,0.2,0.02,1.0,0
0.1,0.01,0.1,0.2,0.03,0.0,3
0.1,2.48,0.1,0.2,0.01,0.0,1
0.1,0.01,0.0,0.2,0.02,0.0,3
0.1,2.47,0.2,0.2,0.02,0.6,1
0.2,2.47,0.2,0.2,0.02,0.8,0
0.2,2.47,0.2,0.2,0.02,1.0,0
0.1,2.46,0.1,0.2,0.03,0.0,1
0.1,0.01,0.2,0.2,0.04,0.0,3
0.1,2.45,0.2,0.2,0.04,0.6,1
0.1,2.45,0.2,0.2,0.04,0.8,1
0.2,2.45,0.2,0.2,0.04,1.0,1
0.1,2.49,0.1,0.2,0.01,0.0,1
0.1,2.48,0.2,0.2,0.02,0.6,1
0.1,2.48,0.2,0.2,0.02,0.8,1
0.2,2.48,0.2,0.2,0.02,1.0,0
0.1,2.49,0.1,0.2,0.01,0.0,1
0.1,2.48,0.2,0.2,0.02,0.6,1
0.1,2.48,0.2,0.2,0.02,0.8,1
0.2,2.48,0.2,0.2,0.02,1.0,0
0.1,0.01,0.1,0.2,0.03,0.0,3
0.1,2.48,0.1,0.2,0.01,0.0,1
0.2,0.01,0.0,0.2,0.02,0.0,1
0.2,2.47,0.2,0.2,0.03,0.6,1
0.2,2.47,0.2,0.2,0.03,0.8,1
0.3,2.47,0.2,0.2,0.03,1.0,1
0.1,2.47,0.1,0.2,0.03,0.0,1
0.1,2.46,0.2,0.2,0.04,0.6,1
0.2,2.46,0.2,0.2,0.04,0.8,1
0.3,2.46,0.2,0.2,0.04,1.0,1
0.1,2.49,0.1,0.2,0.01,0.0,1
0.2,2.48,0.2,0.2,0.02,0.6,0
0.3,2.48,0.2,0.2,0.02,0.8,0
0.3,2.48,0.2,0.2,0.02,1.0,0
0.1,2.49,0.1,0.2,0.01,0.0,1
0.1,2.48,0.2,0.2,0.02,0.6,1
0.1,2.48,0.2,0.2,0.02,0.8,1
0.2,2.48,0.2,0.2,0.02,1.0,0
0.1,0.01,0.1,0.2,0.03,0.0,3
0.1,2.48,0.1,0.2,0.01,0.0,1
0.1,0.01,0.0,0.2,0.02,0.0,3
0.2,2.47,0.2,0.2,0.02,0.6,0
0.2,2.47,0.2,0.2,0.02,0.8,0
0.2,2.47,0.2,0.2,0.02,1.0,0
0.1,2.49,0.1,0.2,0.01,0.0,1
0.1,2.48,0.2,0.2,0.02,0.6,1
0.1,2.48,0.2,0.2,0.02,0.8,1
0.2,2.48,0.2,0.2,0.02,1.0,0
0.1,0.01,0.1,0.2,0.03,0.0,3
0.1,2.48,0.1,0.2,0.01,0.0,1
0.1,0.01,0.0,0.2,0.02,0.0,3
0.2,2.47,0.2,0.2,0.02,0.6,0
0.2,2.47,0.2,0.2,0.02,0.8,0
0.2,2.47,0.2,0.2,0.02,1.0,0
0.1,2.46,0.1,0.2,0.03,0.0,1
0.1,0.01,0.2,0.2,0.04,0.0,3
0.2,2.45,0.2,0.2,0.04,0.6,1
0.2,2.45,0.2,0.2,0.04,0.8,1
0.2,2.45,0.2,0.2,0.04,1.0,1
0.1,2.46,0.1,0.2,0.03,0.0,1
0.1,0.01,0.2,0.2,0.04,0.0,3
0.2,2.45,0.2,0.2,0.04,0.6,1
0.3,2.45,0.2,0.2,0.04,0.8,1
0.3,2.45,0.2,0.2,0.04,1.0,1
0.2,2.49,0.1,0.2,0.01,0.0,1
0.2,2.48,0.2,0.2,0.02,0.6,0
0.2,2.48,0.2,0.2,0.02,0.8,0
0.2,2.48,0.2,0.2,0.02,1.0,0
0.1,2.47,0.1,0.2,0.03,0.0,1
0.1,2.46,0.2,0.2,0.04,0.6,1
0.1,2.46,0.2,0.2,0.04,0.8,1
0.2,2.46,0.2,0.2,0.04,1.0,1
0.1,0.03,0.1,0.2,0.03,0.0,3
0.1,2.46,0.1,0.2,0.03,0.0,1
0.1,0.01,0.2,0.2,0.04,0.0,3
0.4,2.45,0.2,0.2,0.04,0.6,1
0.4,2.45,0.2,0.2,0.04,0.8,1
0.4,2.45,0.2,0.2,0.04,1.0,1
0.1,2.49,0.1,0.2,0.01,0.0,1
0.1,2.48,0.2,0.2,0.02,0.6,1
0.1,2.48,0.2,0.2,0.02,0.8,1
0.1,2.48,0.2,0.2,0.02,1.0,1
0.1,2.49,0.1,0.2,0.01,0.0,1
0.2,2.48,0.2,0.2,0.02,0.6,0
0.2,2.48,0.2,0.2,0.02,0.8,0
0.2,2.48,0.2,0.2,0.02,1.0,0
0.1,0.01,0.1,0.2,0.03,0.0,3
0.1,2.48,0.1,0.2,0.01,0.0,1
0.1,0.01,0.0,0.2,0.02,0.0,3
0.1,2.47,0.2,0.2,0.02,0.6,1
0.2,2.47,0.2,0.2,0.02,0.8,0
0.3,2.47,0.2,0.2,0.02,1.0,0
0.1,2.49,0.1,0.2,0.01,0.0,1
0.2,2.48,0.2,0.2,0.02,0.6,0
0.2,2.48,0.2,0.2,0.02,0.8,0
0.3,2.48,0.2,0.2,0.02,1.0,0
0.1,0.01,0.1,0.2,0.03,0.0,3
0.1,2.48,0.1,0.2,0.01,0.0,1
0.1,0.01,0.0,0.2,0.02,0.0,3
0.1,2.47,0.2,0.2,0.02,0.6,1
0.1,2.47,0.2,0.2,0.02,0.8,1
0.1,2.47,0.2,0.2,0.02,1.0,1
0.1,2.49,0.1,0.2,0.01,0.0,1
0.2,2.48,0.2,0.2,0.02,0.6,0
0.4,2.48,0.2,0.2,0.02,0.8,1
0.7,2.48,0.2,0.2,0.02,1.0,1
0.1,2.49,0.1,0.2,0.01,0.0,1
0.2,2.48,0.2,0.2,0.02,0.6,0
0.3,2.48,0.2,0.2,0.02,0.8,0
0.3,2.48,0.2,0.2,0.02,1.0,0
0.1,2.49,0.1,0.2,0.01,0.0,1
0.2,2.48,0.2,0.2,0.02,0.6,0
0.2,2.48,0.2,0.2,0.02,0.8,0
0.2,2.48,0.2,0.2,0.02,1.0,0
0.1,2.47,0.1,0.2,0.03,0.0,1
0.1,2.46,0.2,0.2,0.04,0.6,1
0.1,2.46,0.2,0.2,0.04,0.8,1
0.2,2.46,0.2,0.2,0.04,1.0,1
0.1,0.03,0.1,0.2,0.03,0.0,3
0.1,2.46,0.1,0.2,0.03,0.0,1
0.2,0.01,0.2,0.2,0.04,0.0,1
0.2,2.45,0.2,0.2,0.04,0.6,1
0.3,0.01,0.2,0.2,0.04,0.6,1
0.2,2.45,0.2,0.2,0.04,0.8,1
0.3,0.01,0.2,0.2,0.04,0.8,1
0.3,2.45,0.2,0.2,0.04,1.0,1
0.3,0.01,0.2,0.2,0.04,1.0,1
0.1,2.49,0.1,0.2,0.01,0.0,1
